_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active,Year,Outbreak Duration (days)
186,Midland Gardens Care Community,130 Midland Ave,ltch,respiratory,Influenza A ((H1N1)pdm09),Coronavirus,2016-03-14,2016-04-05,n,2016,22
187,Extendicare Craiglee - 3rd Fl,102 Craiglee Dr,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-03-11,2016-03-22,n,2016,11
188,St. George Care Community,225 St George St,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-03-11,2016-03-21,n,2016,10
189,Greenview Lodge,880 Lawrence Ave E,retirement home,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-03-11,2016-03-21,n,2016,10
190,Revera Westside,1145 Albion Rd,ltch,respiratory,Respiratory syncytial virus,N/A,2016-03-10,2016-03-29,n,2016,19
191,St. John's Rehabilitation Hospital - A2,285 Cummer Ave,hospital-chronic care,respiratory,Influenza B,N/A,2016-03-09,2016-03-17,n,2016,8
192,Castleview Wychwood Towers - 4th Fl,351 Christie St,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-03-09,2016-03-19,n,2016,10
193,Extendicare Rouge Valley - Clarke House,551 Conlins Rd,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-03-09,2016-03-16,n,2016,7
194,"New Horizons Tower - Fls 2, 3, 5, 7, 11, 14 & 16",1140 Bloor St W,retirement home,respiratory,Unable to identify,N/A,2016-03-09,2016-03-28,n,2016,19
195,Salvation Army Meighen Retirement Residence,84 Davisville Ave,retirement home,respiratory,Influenza B,Metapneumovirus,2016-03-09,2016-03-17,n,2016,8
196,Providence Healthcare - B4 West Wing,3276 St Clair Ave E,hospital-chronic care,respiratory,Influenza B,N/A,2016-03-07,2016-03-13,n,2016,6
197,The Heritage Nursing Home,1195 Queen St E,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-03-07,2016-03-19,n,2016,12
198,Trilogy Long Term Care,340 McCowan Rd,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-03-07,2016-03-21,n,2016,14
199,Wesburn Manor,400 The West Mall,ltch,respiratory,Unable to identify,N/A,2016-03-07,2016-03-18,n,2016,11
200,Kensington Gardens North - 2 East,45 Brunswick Ave,ltch,enteric,Unable to identify,N/A,2016-03-04,2016-03-21,n,2016,17
201,St. John's Rehabilitation Hospital - A4,285 Cummer Ave,hospital-chronic care,respiratory,Coronavirus,Parainfluenza virus,2016-03-04,2016-03-17,n,2016,13
202,Kennedy Lodge Nursing Home - 2nd & 3rd Fl,1400 Kennedy Rd,ltch,respiratory,Metapneumovirus,Respiratory syncytial virus,2016-03-04,2016-03-18,n,2016,14
203,St. Michael's Hospital - 6 Bond,30 Bond St,hospital-acute care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-03-02,2016-03-09,n,2016,7
204,The Wexford,1860 Lawrence Ave E,ltch,enteric,Unable to identify,N/A,2016-03-02,2016-03-12,n,2016,10
205,Tony Stacey Centre for Veterans Care,59 Lawson Rd,ltch,respiratory,Respiratory syncytial virus,Coronavirus,2016-03-02,2016-03-31,n,2016,29
206,Sienna Living - Rockcliffe Care Community,3015 Lawrence Ave E,ltch,respiratory,Influenza A ((H1N1)pdm09),Influenza B,2016-03-01,2016-03-21,n,2016,20
207,McCall Centre for Continuing Care - 2nd Fl,140 Sherway Dr,hospital-chronic care,respiratory,Influenza A (Not subtyped),N/A,2016-02-29,2016-03-08,n,2016,8
208,Retirement Suites by the Lake,2121 Kingston Rd,retirement home,respiratory,Unable to identify,N/A,2016-02-29,2016-03-09,n,2016,9
209,The Briton House Retirement Home,720 Mount Pleasant Rd,retirement home,respiratory,Coronavirus,Respiratory syncytial virus,2016-02-29,2016-03-31,n,2016,31
210,Rouge Valley Health System - Centenary Site - 10 West,2867 Ellesmere Rd,hospital-acute care,respiratory,Influenza A (Not subtyped),N/A,2016-02-26,2016-02-29,n,2016,3
211,Toronto Western Hospital - 8A & 8B,399 Bathurst St,hospital-acute care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-24,2016-03-06,n,2016,11
212,Main Street Terrace,77 Main St,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-24,2016-03-07,n,2016,12
213,Sunnybrook Health Sciences Centre - LFSE & LFSW,2075 Bayview Ave,ltch,respiratory,Influenza A (H3N2),N/A,2016-02-24,2016-03-06,n,2016,11
214,The O'Neill Centre,33 Christie St,ltch,respiratory,Influenza B,N/A,2016-02-24,2016-03-15,n,2016,20
215,Toronto General Hospital - 5B,200 Elizabeth St,hospital-acute care,respiratory,Influenza B,N/A,2016-02-23,2016-03-07,n,2016,13
216,Bradgate Arms,54 Foxbar Rd,retirement home,respiratory,Respiratory syncytial virus,N/A,2016-02-22,2016-03-02,n,2016,9
217,St Clair O'Connor Nursing Home - 3rd Fl,2701 St Clair Ave E,ltch,respiratory,Rhinovirus,Respiratory syncytial virus,2016-02-22,2016-03-04,n,2016,11
218,Providence Healthcare - Houses Of Providence -,3276 St Clair Ave E - 2 West (Elm & Pine),ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-21,2016-02-25,n,2016,4
219,Eatonville Care Centre,420 The West Mall,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-18,2016-03-12,n,2016,23
220,Sunnybrook Health Sciences Centre - LTSE,2075 Bayview Ave,ltch,respiratory,Respiratory syncytial virus,N/A,2016-02-18,2016-03-05,n,2016,16
221,Holland Bloorview Kids Rehabilitation Hospital - BIRT,150 Kilgour Rd,hospital-chronic care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-17,2016-02-25,n,2016,8
222,Fudger House,439 Sherbourne St,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-17,2016-03-02,n,2016,14
223,Sts. Peter and Paul Residence,221 Milner Ave,retirement home,respiratory,Respiratory syncytial virus,Coronavirus,2016-02-16,2016-03-02,n,2016,15
224,The Westbury,495 The West Mall,ltch,respiratory,Influenza A (H3),N/A,2016-02-12,2016-02-24,n,2016,12
225,Mount Sinai Hospital - 10 South,600 University Ave,hospital-acute care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-09,2016-02-14,n,2016,5
226,St. John's Rehabilitation Hospital - A3,285 Cummer Ave,hospital-chronic care,respiratory,Influenza A (H3N2),"Coronavirus, Respiratory syncytial virus",2016-02-09,2016-02-23,n,2016,14
227,Mount Sinai Hospital - 10 North,600 University Ave,hospital-acute care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-08,2016-02-16,n,2016,8
228,West Park Long Term Care Centre - 1st Fl -,82 Buttonwood Ave - (Kingsway/Ilaaci unit),ltch,respiratory,Respiratory syncytial virus,N/A,2016-02-08,2016-02-18,n,2016,10
229,West Park Healthcare Centre - 3EC,82 Buttonwood Ave,hospital-chronic care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-05,2016-02-19,n,2016,14
230,Hawthorne Place Care Centre,2045 Finch Ave W,ltch,enteric,Norovirus-like,N/A,2016-02-05,2016-02-19,n,2016,14
231,Belmont House - 2 Walker Wing,55 Belmont St,ltch,respiratory,Respiratory syncytial virus,N/A,2016-02-04,2016-02-16,n,2016,12
232,The Teddington Retirement Residence,4 Teddington Park Ave,retirement home,respiratory,Parainfluenza type 1,N/A,2016-02-04,2016-02-22,n,2016,18
233,Salvation Army Toronto Grace Health Centre - 2nd & 3rd Fl,47 Austin Terr,hospital-chronic care,respiratory,Respiratory syncytial virus,N/A,2016-02-03,2016-02-24,n,2016,21
234,Toronto Rehabilitation Institute - Bickle Centre - North 3,130 Dunn Ave,hospital-chronic care,respiratory,Influenza B,Rhinovirus,2016-02-03,2016-02-19,n,2016,16
235,Extendicare Bayview,550 Cummer Ave,ltch,enteric,Norovirus-like,N/A,2016-02-02,2016-02-19,n,2016,17
236,The Wexford,1860 Lawrence Ave E,ltch,respiratory,Influenza B,N/A,2016-02-02,2016-02-08,n,2016,6
237,St. Joseph's Health Centre - 4M,30 The Queensway,hospital-acute care,respiratory,Influenza A (H3),Respiratory syncytial virus,2016-02-02,2016-02-15,n,2016,13
238,The Hospital for Sick Children - 6A,555 University Ave,hospital-acute care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-01,2016-02-18,n,2016,17
239,Castleview Wychwood Towers,351 Christie St,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-02-01,2016-02-15,n,2016,14
240,"Runnymede Healthcare Centre-2 East, 2 West, 4 East & 4 West",625 Runnymede Rd,hospital-chronic care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-01-28,2016-02-11,n,2016,14
241,Toronto Rehabilitation Institute - University Centre-8 South,550 University Ave,hospital-chronic care,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-01-28,2016-02-05,n,2016,8
242,Holland Bloorview Kids Rehabilitation Hospital - 3W BIRT,150 Kilgour Rd,hospital-chronic care,respiratory,Respiratory syncytial virus,Enterovirus/Rhinovirus,2016-01-28,2016-02-08,n,2016,11
243,St. Joseph's Health Centre - 6G,30 The Queensway,hospital-acute care,respiratory,Influenza A (Not subtyped),Respiratory syncytial virus,2016-01-28,2016-02-13,n,2016,16
244,Seven Oaks - 1st & 4th Fl,9 Nielson Rd,ltch,respiratory,Metapneumovirus,N/A,2016-01-27,2016-02-07,n,2016,11
245,Salvation Army Toronto Grace Health Centre - PACR (unit 4),47 Austin Terrace,hospital-chronic care,respiratory,Respiratory syncytial virus,N/A,2016-01-25,2016-02-07,n,2016,13
246,Wellesley Central Place,160 Wellesley St E,ltch,respiratory,Influenza A ((H1N1)pdm09),N/A,2016-01-25,2016-02-03,n,2016,9
247,West Park Long Term Care Centre - 2nd Fl Weston/Mulholland,82 Buttonwood Ave,ltch,respiratory,Respiratory syncytial virus,N/A,2016-01-25,2016-02-11,n,2016,17
248,St. Bernard's Residence,685 Finch Ave W,retirement home,respiratory,Respiratory syncytial virus,N/A,2016-01-25,2016-02-05,n,2016,11
249,Eatonville Care Centre - 4th & 5th Fl,420 The East Mall,ltch,respiratory,Rhinovirus,N/A,2016-01-22,2016-02-05,n,2016,14
250,Hellenic Care for Seniors,215 Tyrrel Ave,ltch,enteric,Norovirus-like,N/A,2016-01-22,2016-02-01,n,2016,10
251,Valleyview Residence,541 Finch Ave W,ltch,enteric,Norovirus-like,N/A,2016-01-20,2016-02-16,n,2016,27
252,St. John's Rehabilitation Hospital - A1,285 Cummer Ave,hospital-chronic care,respiratory,Respiratory syncytial virus,"Coronavirus, Rhinovirus",2016-01-20,2016-02-19,n,2016,30
253,Chester Village,3555 Danforth Ave,ltch,respiratory,Influenza B,N/A,2016-01-19,2016-02-03,n,2016,15
254,Sunnybrook Health Sciences Centre - LSSW,2075 Bayview Ave,ltch,respiratory,Coronavirus,N/A,2016-01-19,2016-01-27,n,2016,8
255,The O'Neill Centre,33 Christie St,ltch,enteric,Unable to identify,N/A,2016-01-19,2016-01-25,n,2016,6
256,Isabel & Arthur Meighen Health Centre - 3rd Fl -,155 Millwood Rd -  (Lawrence & Fisher unit),ltch,respiratory,Influenza A (H3N2),N/A,2016-01-15,2016-01-26,n,2016,11
257,Villa Colombo - 2nd Fl - Fusco Wing,40 Playfair Ave,ltch,enteric,Norovirus-like,N/A,2016-01-14,2016-01-29,n,2016,15
258,Lakeshore Lodge - 3rd Fl,3197 Lakeshore Blvd W,ltch,enteric,Norovirus-like,N/A,2016-01-13,2016-01-22,n,2016,9
259,"Midland Gardens Care Community - 3rd, 4th & 6th Fl",130 Midland Ave,ltch,respiratory,Respiratory syncytial virus,N/A,2016-01-11,2016-02-01,n,2016,21
260,Sunnybrook Health Sciences Centre - LFSW,2075 Bayview Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2016-01-11,2016-01-18,n,2016,7
261,Altamont Care Community,92 Island Rd,ltch,respiratory,Coronavirus,Metapneumovirus,2016-01-11,2016-01-26,n,2016,15
262,Wesburn Manor,400 The West Mall,ltch,respiratory,Rhinovirus,N/A,2016-01-08,2016-02-09,n,2016,32
263,West Park Long Term Care Centre - 3rd Fl -Glenwyld & Raymore,82 Buttonwood Ave,ltch,respiratory,Coronavirus,N/A,2016-01-08,2016-01-21,n,2016,13
264,Ehatare Nursing Home,40 Old Kingston Rd,ltch,respiratory,Coronavirus,N/A,2016-01-07,2016-01-18,n,2016,11
265,Elm Grove Living Centre - 1st & 3rd Fl,35 Elm Grove Ave,ltch,respiratory,Coronavirus,N/A,2016-01-06,2016-01-15,n,2016,9
266,Deerwood Creek Care Community,70 Humberline Dr,ltch,enteric,Norovirus-like,N/A,2016-01-04,2016-01-25,n,2016,21
267,The Heritage Nursing Home,1195 Queen St E,ltch,enteric,Norovirus-like,N/A,2016-01-04,2016-01-18,n,2016,14
268,Fairview Nursing Home,14 Cross St,ltch,respiratory,Metapneumovirus,N/A,2016-01-03,2016-01-21,n,2016,18
269,Belmont House - 5WW,55 Belmont St,ltch,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
270,North Park Nursing Home - 2nd Fl,450 Rustic Rd,ltch,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
271,Ina Grafton Gage Home - 1st Fl,40 Bell Estate Rd,ltch,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
272,Greenview Lodge Retirement Home,880 Lawrence Ave E,retirement home,respiratory,Influenza A (H3),Metapneumovirus,2022-11-08,2022-11-22,n,2017,14
273,Toronto General Hospital - 8 Eaton South,200 Elizabeth St,hospital-acute care,respiratory,Influenza A (Not subtyped),N/A,2022-11-08,2022-11-22,n,2017,14
274,Baycrest Hospital - 3E,3560 Bathurst St,hospital-chronic care,respiratory,Influenza A (H3N2),N/A,2022-11-08,2022-11-22,n,2017,14
275,William Osler Health System - 10th Fl Medicine/Respiratory,101 Humber College Blvd,hospital-acute care,respiratory,Influenza A (Not subtyped),N/A,2022-11-08,2022-11-22,n,2017,14
276,Centre for Addiction and Mental Health - Queen Site -,1001 Queen St W - Unit 1-2,hospital-psychiatric,respiratory,Influenza A (H3),N/A,2022-11-08,2022-11-22,n,2017,14
277,Leaside Retirement Residence - Building 10,10 William Morgan Dr,retirement home,respiratory,Influenza A (H3),Influenza B,2022-11-08,2022-11-22,n,2017,14
278,Sunnybrook Health Sciences Centre - LTSW,2075 Bayview Ave,ltch,respiratory,Influenza A (H3N2),N/A,2022-11-08,2022-11-22,n,2017,14
279,Castleview Wychwood Tower - 5th Fl,351 Christie St,ltch,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
280,Chartwell Trilogy Long Term Care Residence - 3rd Fl,340 McCowan Rd,ltch,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
281,Sunnybrook Health Sciences Centre - K3E,2075 Bayview Ave,ltch,respiratory,Influenza A (H3N2),N/A,2022-11-08,2022-11-22,n,2017,14
282,"St. Hilda's Towers - Dufferin Tower - MED, RIU & TCP",2339 Dufferin St,retirement home,enteric,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
283,St. Joseph's Health Centre - 6G,30 The Queensway,hospital-acute care,respiratory,Influenza A (H3),N/A,2022-11-08,2022-11-22,n,2017,14
284,Midland Gardens Care Community,130 Midland Ave,ltch,respiratory,Respiratory syncytial virus,N/A,2022-11-08,2022-11-22,n,2017,14
285,Centre for Addiction and Mental Health - Queen Site -,1001 Queen St W - Unit 1-3 LGUB,hospital-psychiatric,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
286,Baycrest Hospital - 7 East,3560 Bathurst St,hospital-chronic care,respiratory,Influenza A (H3),N/A,2022-11-08,2022-11-22,n,2017,14
287,Sunnybrook Health Sciences Centre - CrCU,2075 Bayview Ave,hospital-acute care,enteric,Clostridium difficile,N/A,2022-11-08,2022-11-22,n,2017,14
288,Belmont House - 4WW,55 Belmont St,ltch,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
289,Living Life on the Avenue Retirement Residence,1066 Avenue Rd,retirement home,respiratory,Influenza B,N/A,2022-11-08,2022-11-22,n,2017,14
290,Better Living at Thompson House,1 Overland Dr,ltch,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
291,Bridgepoint Active Healthcare - 7 North & 6 South,1 Bridgepoint Dr,hospital-chronic care,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
292,Valleyview Residence - 3 East,541 Finch Ave W,ltch,respiratory,Influenza A (Not subtyped),N/A,2022-11-08,2022-11-22,n,2017,14
293,New Horizons Tower,1140 Bloor St W,retirement home,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
294,Extendicare Rouge Valley,551 Conlins Rd,ltch,respiratory,Influenza A (H3),N/A,2022-11-08,2022-11-22,n,2017,14
295,Ukrainian Canadian Care Centre,60 Richview Rd,ltch,respiratory,Respiratory syncytial virus,N/A,2022-11-08,2022-11-22,n,2017,14
296,Elm Grove Living Centre - 1st & 2nd Fl,35 Elm Grove Ave,ltch,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
297,William Osler Health System - 7 West,101 Humber College Blvd,hospital-acute care,respiratory,Influenza A (H3),Respiratory syncytial virus,2022-11-08,2022-11-22,n,2017,14
298,Sunnybrook Health Sciences Centre - LFSW,2075 Bayview Ave,ltch,respiratory,Influenza B,N/A,2022-11-08,2022-11-22,n,2017,14
299,St. Joseph's Health Centre - 3M,30 The Queensway,hospital-acute care,respiratory,Influenza A (H3),N/A,2022-11-08,2022-11-22,n,2017,14
300,Seven Oaks - 3rd Fl,9 Neilson Rd,ltch,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
301,Fieldstone Commons Care Community - 4A & 4B,1000 Ellesmere Rd,ltch,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
302,St. Hilda's Towers - RIU,2339 Dufferin St,retirement home,enteric,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
303,Sunnybrook Health Sciences Centre - LSSE & LSSW,2075 Bayview Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2022-11-08,2022-11-22,n,2017,14
304,Extendicare Bayview,550 Cummer Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2022-11-08,2022-11-22,n,2017,14
305,Extendicare Guildwood,60 Guildwood Pky,ltch,respiratory,Influenza A (H3),Parainfluenza virus,2022-11-08,2022-11-22,n,2017,14
306,Centre for Addiction and Mental Health - Queen Site,1001 Queen St W - 80 Workman Way - 3rd Fl,hospital-psychiatric,enteric,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
307,The Hospital for Sick Children - 7D,555 University Ave,hospital-acute care,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
308,Centre for Addiction and Mental Health - Unit 5,250 College St,hospital-psychiatric,enteric,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
309,St. Bernard's Residence,685 Finch Ave W,retirement home,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
310,North York General Hospital - Seniors' Health Centre- 3rd Fl,2 Buchan Crt,ltch,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
311,Yee Hong Centre For Geriatric Care - Scarborough Finch -,60 Scottfield Dr - 4th Fl,ltch,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
312,Sunnybrook Health Sciences Centre - D4,2075 Bayview Ave,hospital-acute care,respiratory,Coronavirus,N/A,2022-11-08,2022-11-22,n,2017,14
313,Sunnybrook Health Sciences Centre - LGSE,2075 Bayview Ave,ltch,respiratory,Parainfluenza type 2,N/A,2022-11-08,2022-11-22,n,2017,14
314,Bridgepoint Active Healthcare - 9 South,1 Bridgepoint Dr,hospital-chronic care,respiratory,Respiratory syncytial virus,N/A,2022-11-08,2022-11-22,n,2017,14
315,Scarborough Retirement Residence,148 Markham Rd,retirement home,respiratory,Influenza B,N/A,2022-11-08,2022-11-22,n,2017,14
316,The Wexford Residence - 5th Fl,1860 Lawrence Ave E,ltch,respiratory,Respiratory syncytial virus,N/A,2022-11-08,2022-11-22,n,2017,14
317,Baycrest Apotex Centre - 7RF,3560 Bathurst St,ltch,respiratory,Parainfluenza type 4,N/A,2022-11-08,2022-11-22,n,2017,14
318,Rockcliffe Care Community,3015 Lawrence Ave E,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2022-11-08,2022-11-22,n,2017,14
319,Sunnybrook Health Sciences Centre - LFSE,2075 Bayview Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2022-11-08,2022-11-22,n,2017,14
320,Chartwell Gibson Retirement Residence,1955 Steeles Ave E,retirement home,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
321,St. Michael's Hospital - 4 Donnelly - Palliative Care,30 Bond St,hospital-acute care,respiratory,Influenza A (H3),N/A,2022-11-08,2022-11-22,n,2017,14
322,St. Hilda's Towers - Vaughan Tower - Medical Unit,2239 Dufferin St,retirement home,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
323,Sunnybrook Health Sciences Centre - K2C,2075 Bayview Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2022-11-08,2022-11-22,n,2017,14
324,Chartwell Gibson Long Term Care - Units 2 & 3,1925 Steeles Ave E,ltch,respiratory,Influenza A (H3),N/A,2022-11-08,2022-11-22,n,2017,14
325,Harold and Grace Retirement Residence - 4th & 6th Fl,1 Northwestern Ave,retirement home,enteric,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
326,West Park Healthcare Centre - 2WF,82 Buttonwood Ave,hospital-chronic care,respiratory,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
327,Harold and Grace Baker Centre,1 Northwestern Ave,ltch,enteric,Norovirus-like,N/A,2022-11-08,2022-11-22,n,2017,14
328,Mon Sheong Scarborough Long Term Care - Ground Fl,2030 McNicoll Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2022-11-08,2022-11-22,n,2017,14
329,Bendale Acres - 2 East Unit & 5th Fl,2920 Lawrence Ave E,ltch,respiratory,Influenza A (H3N2),Parainfluenza type 1,2022-11-08,2022-11-22,n,2017,14
330,Scarborough Retirement Residence,148 Markham Rd,retirement home,respiratory,Influenza B,N/A,2022-11-08,2022-11-22,n,2017,14
331,Sunnybrook Health Sciences Centre - LSSE,2075 Bayview Ave,ltch,respiratory,Enterovirus/Rhinovirus,N/A,2022-11-08,2022-11-22,n,2017,14
332,Vermont Square - 4th Fl,914 Bathurst St,ltch,respiratory,Respiratory syncytial virus,N/A,2022-11-08,2022-11-22,n,2017,14
333,Rockcliffe Care Community,3015 Lawrence Ave E,ltch,enteric,Unable to identify,N/A,2022-11-08,2022-11-22,n,2017,14
